0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
624.0,996.0,1864.0,1992.0,2508.0,2822.0,,,,,,,,,,
886.0,1266.0,1853.0,2745.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2433.0,,,,,,,,,,,,,,,
47.0,777.0,1159.0,1612.0,2076.0,,,,,,,,,,,
697.0,2205.0,,,,,,,,,,,,,,
740.0,1105.0,1743.0,2568.0,,,,,,,,,,,,
814.0,,,,,,,,,,,,,,,
1127.0,1776.0,1779.0,1872.0,2856.0,,,,,,,,,,,
1907.0,,,,,,,,,,,,,,,
656.0,1243.0,1917.0,2815.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1372.0,,,,,,,,,,,,,,,
828.0,2235.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
940.0,1846.0,2506.0,,,,,,,,,,,,,
1120.0,1830.0,,,,,,,,,,,,,,
1895.0,2067.0,2413.0,2934.0,,,,,,,,,,,,
242.0,254.0,1056.0,,,,,,,,,,,,,
891.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
906.0,1619.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1418.0,2962.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
262.0,1399.0,1854.0,2277.0,2776.0,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
971.0,1930.0,2322.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2146.0,2222.0,2816.0,,,,,,,,,,,,,
336.0,1324.0,1801.0,1808.0,1828.0,1921.0,2019.0,2335.0,,,,,,,,
1284.0,2047.0,2141.0,,,,,,,,,,,,,
1461.0,,,,,,,,,,,,,,,
624.0,793.0,1739.0,2409.0,2411.0,,,,,,,,,,,
103.0,243.0,263.0,372.0,644.0,,,,,,,,,,,
67.0,2506.0,2815.0,2993.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
864.0,955.0,1809.0,2570.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1525.0,2121.0,,,,,,,,,,,,,,
597.0,719.0,1283.0,1994.0,2004.0,2734.0,,,,,,,,,,
172.0,200.0,222.0,2152.0,2490.0,2577.0,2614.0,2877.0,,,,,,,,
1416.0,,,,,,,,,,,,,,,
331.0,1980.0,2366.0,2734.0,,,,,,,,,,,,
597.0,,,,,,,,,,,,,,,
62.0,608.0,745.0,876.0,1362.0,2658.0,2931.0,,,,,,,,,
2820.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
136.0,814.0,1018.0,1755.0,,,,,,,,,,,,
500.0,645.0,816.0,1082.0,1256.0,1475.0,2311.0,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
260.0,,,,,,,,,,,,,,,
1772.0,1870.0,,,,,,,,,,,,,,
2864.0,2900.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
63.0,1923.0,2150.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1031.0,2443.0,2492.0,2859.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
305.0,813.0,1004.0,1254.0,1484.0,1694.0,2665.0,,,,,,,,,
,,,,,,,,,,,,,,,
910.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1437.0,1900.0,,,,,,,,,,,,,,
326.0,2150.0,2425.0,2495.0,,,,,,,,,,,,
680.0,1185.0,1372.0,1572.0,1755.0,1954.0,,,,,,,,,,
1018.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
47.0,883.0,953.0,964.0,1762.0,,,,,,,,,,,
1247.0,,,,,,,,,,,,,,,
1437.0,2381.0,,,,,,,,,,,,,,
1617.0,2443.0,,,,,,,,,,,,,,
146.0,1525.0,1743.0,,,,,,,,,,,,,
1791.0,,,,,,,,,,,,,,,
735.0,1695.0,2730.0,2776.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
135.0,,,,,,,,,,,,,,,
1416.0,,,,,,,,,,,,,,,
304.0,459.0,915.0,1420.0,1613.0,2157.0,2681.0,,,,,,,,,
1743.0,,,,,,,,,,,,,,,
370.0,1887.0,,,,,,,,,,,,,,
489.0,507.0,1940.0,2000.0,2549.0,2644.0,,,,,,,,,,
,,,,,,,,,,,,,,,
127.0,281.0,1561.0,1717.0,1751.0,2614.0,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
47.0,1925.0,,,,,,,,,,,,,,
150.0,1324.0,2024.0,2031.0,,,,,,,,,,,,
1041.0,1159.0,1315.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1029.0,2171.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
183.0,341.0,502.0,1147.0,2434.0,2482.0,2574.0,,,,,,,,,
,,,,,,,,,,,,,,,
1146.0,1776.0,,,,,,,,,,,,,,
439.0,1272.0,1496.0,1818.0,2076.0,2240.0,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
322.0,519.0,1128.0,1183.0,2906.0,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1140.0,1755.0,,,,,,,,,,,,,,
340.0,922.0,1010.0,2955.0,,,,,,,,,,,,
343.0,348.0,503.0,776.0,1280.0,2020.0,2167.0,2196.0,2323.0,2431.0,2845.0,,,,,
2235.0,2410.0,2732.0,2936.0,,,,,,,,,,,,
478.0,1600.0,2453.0,2598.0,2770.0,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1305.0,,,,,,,,,,,,,,,
260.0,909.0,2902.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
985.0,1546.0,1941.0,2437.0,2993.0,,,,,,,,,,,
1801.0,2222.0,,,,,,,,,,,,,,
64.0,1599.0,2083.0,2272.0,2443.0,2498.0,2734.0,2813.0,,,,,,,,
291.0,613.0,1744.0,1802.0,1990.0,2614.0,,,,,,,,,,
585.0,604.0,1145.0,1394.0,,,,,,,,,,,,
84.0,1315.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2026.0,2298.0,2931.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1967.0,,,,,,,,,,,,,,,
2544.0,2980.0,,,,,,,,,,,,,,
119.0,1903.0,2667.0,2767.0,,,,,,,,,,,,
138.0,176.0,1110.0,2477.0,,,,,,,,,,,,
200.0,2695.0,,,,,,,,,,,,,,
1354.0,2127.0,2922.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2490.0,,,,,,,,,,,,,,,
547.0,769.0,1263.0,1846.0,,,,,,,,,,,,
391.0,394.0,1736.0,1895.0,2260.0,2593.0,2601.0,2846.0,,,,,,,,
,,,,,,,,,,,,,,,
451.0,817.0,896.0,1085.0,1254.0,1992.0,2816.0,2893.0,,,,,,,,
,,,,,,,,,,,,,,,
1140.0,,,,,,,,,,,,,,,
161.0,715.0,893.0,1144.0,1572.0,1961.0,2315.0,2401.0,2570.0,,,,,,,
,,,,,,,,,,,,,,,
1403.0,,,,,,,,,,,,,,,
1129.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1237.0,2311.0,,,,,,,,,,,,,,
2630.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
829.0,1253.0,2869.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1332.0,,,,,,,,,,,,,,,
910.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2774.0,,,,,,,,,,,,,,,
547.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
488.0,2126.0,,,,,,,,,,,,,,
1315.0,1491.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2371.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
654.0,765.0,1251.0,,,,,,,,,,,,,
313.0,444.0,853.0,1490.0,1526.0,2490.0,2499.0,2936.0,,,,,,,,
1349.0,1505.0,1613.0,1774.0,2001.0,2118.0,2179.0,2569.0,,,,,,,,
296.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
47.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
531.0,2479.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1146.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1426.0,2045.0,,,,,,,,,,,,,,
284.0,413.0,1092.0,1370.0,2543.0,,,,,,,,,,,
1397.0,1830.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
869.0,,,,,,,,,,,,,,,
66.0,2813.0,2931.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
18.0,183.0,191.0,769.0,1183.0,1384.0,1392.0,1418.0,2276.0,2607.0,2684.0,2726.0,,,,
322.0,478.0,602.0,665.0,1267.0,,,,,,,,,,,
697.0,,,,,,,,,,,,,,,
2543.0,2653.0,2960.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
488.0,1120.0,1827.0,,,,,,,,,,,,,
1369.0,2639.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1887.0,1907.0,,,,,,,,,,,,,,
738.0,817.0,1140.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2667.0,,,,,,,,,,,,,,,
763.0,856.0,2465.0,,,,,,,,,,,,,
122.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
63.0,141.0,527.0,778.0,2497.0,2891.0,,,,,,,,,,
1263.0,1390.0,2868.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
828.0,927.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
473.0,2299.0,,,,,,,,,,,,,,
385.0,2299.0,2967.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
21.0,639.0,745.0,1305.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
281.0,556.0,783.0,1263.0,,,,,,,,,,,,
332.0,2214.0,2295.0,2745.0,,,,,,,,,,,,
906.0,,,,,,,,,,,,,,,
200.0,338.0,,,,,,,,,,,,,,
1961.0,2979.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1404.0,1580.0,2125.0,2303.0,,,,,,,,,,,,
1525.0,2695.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1018.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
575.0,1662.0,1722.0,1903.0,1961.0,,,,,,,,,,,
64.0,849.0,1760.0,2833.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
659.0,2516.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
713.0,807.0,890.0,956.0,1105.0,1364.0,1426.0,1994.0,2041.0,2369.0,,,,,,
1175.0,1413.0,1869.0,2512.0,2742.0,2833.0,,,,,,,,,,
1324.0,1516.0,1930.0,,,,,,,,,,,,,
1760.0,1768.0,2516.0,2562.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1273.0,,,,,,,,,,,,,,,
10.0,69.0,120.0,464.0,503.0,533.0,669.0,777.0,2581.0,,,,,,,
501.0,1657.0,2446.0,2447.0,,,,,,,,,,,,
322.0,597.0,1724.0,2335.0,2829.0,,,,,,,,,,,
833.0,1027.0,1238.0,2293.0,,,,,,,,,,,,
610.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
668.0,927.0,1183.0,1208.0,1329.0,1834.0,2165.0,2300.0,2419.0,2910.0,,,,,,
372.0,1273.0,1915.0,2774.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
18.0,533.0,2240.0,,,,,,,,,,,,,
1426.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
679.0,786.0,961.0,1305.0,1457.0,1486.0,1510.0,2009.0,2092.0,2198.0,2664.0,2988.0,,,,
296.0,1847.0,,,,,,,,,,,,,,
176.0,748.0,2154.0,2900.0,2935.0,2962.0,,,,,,,,,,
,,,,,,,,,,,,,,,
61.0,1406.0,1600.0,2544.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
500.0,560.0,1888.0,2722.0,,,,,,,,,,,,
2270.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1726.0,2344.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
227.0,1251.0,1282.0,2034.0,,,,,,,,,,,,
2271.0,2312.0,2934.0,,,,,,,,,,,,,
30.0,84.0,814.0,1018.0,1397.0,1580.0,2568.0,2586.0,,,,,,,,
1245.0,,,,,,,,,,,,,,,
1304.0,,,,,,,,,,,,,,,
1961.0,,,,,,,,,,,,,,,
757.0,1636.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
719.0,730.0,1391.0,1477.0,1587.0,1874.0,2671.0,2952.0,2972.0,,,,,,,
800.0,2448.0,2595.0,2816.0,,,,,,,,,,,,
1.0,2127.0,2322.0,2424.0,,,,,,,,,,,,
119.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
650.0,1516.0,1911.0,,,,,,,,,,,,,
28.0,,,,,,,,,,,,,,,
303.0,1255.0,1395.0,1485.0,2083.0,,,,,,,,,,,
1284.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
206.0,290.0,802.0,1228.0,1418.0,1643.0,1813.0,2259.0,2318.0,2341.0,2410.0,2444.0,2768.0,2962.0,2983.0,
311.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2277.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
673.0,1092.0,1254.0,1695.0,2859.0,2963.0,2980.0,,,,,,,,,
19.0,518.0,1404.0,2350.0,,,,,,,,,,,,
1809.0,,,,,,,,,,,,,,,
138.0,556.0,1631.0,,,,,,,,,,,,,
1331.0,,,,,,,,,,,,,,,
1175.0,1580.0,,,,,,,,,,,,,,
1.0,940.0,1037.0,1520.0,,,,,,,,,,,,
2465.0,,,,,,,,,,,,,,,
2506.0,,,,,,,,,,,,,,,
2168.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
21.0,1430.0,2371.0,2586.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2857.0,,,,,,,,,,,,,,,
1616.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1762.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
955.0,1370.0,1627.0,1846.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2774.0,,,,,,,,,,,,,,,
306.0,1569.0,1610.0,1656.0,1961.0,2828.0,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1926.0,,,,,,,,,,,,,,,
576.0,,,,,,,,,,,,,,,
1381.0,1613.0,2774.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
306.0,1157.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
54.0,257.0,321.0,1243.0,1876.0,,,,,,,,,,,
,,,,,,,,,,,,,,,
681.0,811.0,1338.0,1850.0,2406.0,2987.0,,,,,,,,,,
343.0,887.0,1088.0,1183.0,2210.0,2211.0,2227.0,2832.0,2987.0,,,,,,,
730.0,1526.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2076.0,,,,,,,,,,,,,,,
2341.0,,,,,,,,,,,,,,,
1120.0,,,,,,,,,,,,,,,
125.0,518.0,1874.0,2067.0,2069.0,2167.0,2519.0,2868.0,2923.0,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1178.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
813.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
688.0,792.0,1337.0,1587.0,,,,,,,,,,,,
242.0,736.0,1827.0,1965.0,,,,,,,,,,,,
965.0,1299.0,2179.0,2424.0,2501.0,2955.0,,,,,,,,,,
267.0,679.0,851.0,1713.0,1923.0,2015.0,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
533.0,1846.0,,,,,,,,,,,,,,
1018.0,1887.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
413.0,655.0,1120.0,2410.0,,,,,,,,,,,,
2506.0,,,,,,,,,,,,,,,
255.0,1558.0,,,,,,,,,,,,,,
1182.0,1610.0,1874.0,,,,,,,,,,,,,
35.0,302.0,639.0,1484.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
910.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
249.0,331.0,643.0,1388.0,1928.0,,,,,,,,,,,
,,,,,,,,,,,,,,,
1489.0,1587.0,1756.0,1778.0,1854.0,2222.0,2776.0,,,,,,,,,
53.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
103.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1.0,1132.0,2564.0,2639.0,2921.0,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
639.0,1191.0,1348.0,2501.0,2878.0,,,,,,,,,,,
1180.0,,,,,,,,,,,,,,,
390.0,1038.0,1587.0,1952.0,2312.0,2684.0,,,,,,,,,,
423.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1029.0,1103.0,2425.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
650.0,1814.0,,,,,,,,,,,,,,
1397.0,1636.0,,,,,,,,,,,,,,
200.0,1251.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
198.0,272.0,751.0,2068.0,2076.0,2161.0,2361.0,2742.0,2979.0,,,,,,,
96.0,160.0,921.0,1926.0,1995.0,2653.0,2955.0,,,,,,,,,
,,,,,,,,,,,,,,,
1935.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
640.0,1037.0,1703.0,2128.0,2387.0,2461.0,2649.0,,,,,,,,,
690.0,740.0,1175.0,2622.0,,,,,,,,,,,,
84.0,1142.0,1780.0,1905.0,,,,,,,,,,,,
14.0,,,,,,,,,,,,,,,
509.0,593.0,613.0,906.0,2893.0,,,,,,,,,,,
163.0,737.0,1090.0,1355.0,1442.0,1644.0,2017.0,2272.0,2801.0,2878.0,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
290.0,,,,,,,,,,,,,,,
171.0,533.0,1437.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1456.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1337.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
477.0,953.0,1870.0,2063.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
64.0,518.0,655.0,1304.0,1394.0,1422.0,2709.0,2734.0,,,,,,,,
343.0,385.0,1277.0,1837.0,,,,,,,,,,,,
332.0,799.0,1180.0,2118.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
649.0,2760.0,,,,,,,,,,,,,,
1755.0,,,,,,,,,,,,,,,
883.0,2392.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
8.0,,,,,,,,,,,,,,,
18.0,1266.0,1516.0,2489.0,2709.0,2732.0,,,,,,,,,,
278.0,2876.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
610.0,,,,,,,,,,,,,,,
55.0,477.0,2118.0,2227.0,2456.0,,,,,,,,,,,
,,,,,,,,,,,,,,,
955.0,2021.0,,,,,,,,,,,,,,
153.0,444.0,490.0,1091.0,2358.0,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
339.0,797.0,1399.0,2220.0,2642.0,2839.0,2907.0,,,,,,,,,
,,,,,,,,,,,,,,,
1331.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2388.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
656.0,706.0,776.0,1264.0,1776.0,2601.0,2653.0,,,,,,,,,
18.0,417.0,629.0,1898.0,2521.0,2991.0,,,,,,,,,,
376.0,904.0,1144.0,1170.0,2513.0,,,,,,,,,,,
431.0,,,,,,,,,,,,,,,
146.0,422.0,714.0,890.0,1414.0,1569.0,2295.0,2412.0,,,,,,,,
,,,,,,,,,,,,,,,
397.0,465.0,1134.0,1682.0,,,,,,,,,,,,
1687.0,1775.0,,,,,,,,,,,,,,
531.0,1929.0,2856.0,,,,,,,,,,,,,
63.0,107.0,329.0,1886.0,2318.0,2482.0,2630.0,2891.0,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1366.0,,,,,,,,,,,,,,,
200.0,1369.0,1671.0,2447.0,2894.0,,,,,,,,,,,
634.0,1599.0,,,,,,,,,,,,,,
305.0,750.0,1018.0,1891.0,2428.0,2564.0,2701.0,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
883.0,,,,,,,,,,,,,,,
69.0,488.0,511.0,600.0,640.0,1060.0,1264.0,,,,,,,,,
,,,,,,,,,,,,,,,
909.0,2779.0,,,,,,,,,,,,,,
536.0,1039.0,1600.0,2038.0,2041.0,2952.0,,,,,,,,,,
2495.0,2934.0,,,,,,,,,,,,,,
1828.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
833.0,,,,,,,,,,,,,,,
644.0,745.0,1112.0,2016.0,2422.0,,,,,,,,,,,
1491.0,1499.0,1989.0,,,,,,,,,,,,,
2607.0,,,,,,,,,,,,,,,
453.0,1274.0,1397.0,1463.0,1501.0,2260.0,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
83.0,1048.0,1139.0,1387.0,2371.0,2442.0,,,,,,,,,,
,,,,,,,,,,,,,,,
83.0,249.0,998.0,1070.0,1384.0,1526.0,1538.0,1809.0,1895.0,2015.0,2138.0,2158.0,2624.0,2999.0,,
989.0,1123.0,1219.0,1436.0,1774.0,2060.0,,,,,,,,,,
670.0,867.0,1324.0,2147.0,2200.0,,,,,,,,,,,
,,,,,,,,,,,,,,,
527.0,2263.0,,,,,,,,,,,,,,
63.0,2715.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
37.0,745.0,1148.0,1426.0,1739.0,2277.0,,,,,,,,,,
1822.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1067.0,,,,,,,,,,,,,,,
1037.0,,,,,,,,,,,,,,,
141.0,465.0,934.0,1018.0,1141.0,1774.0,2222.0,2868.0,,,,,,,,
1935.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
14.0,,,,,,,,,,,,,,,
14.0,1162.0,1619.0,2240.0,2776.0,,,,,,,,,,,
745.0,1088.0,1120.0,1374.0,1431.0,1537.0,1758.0,2216.0,,,,,,,,
927.0,,,,,,,,,,,,,,,
84.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
51.0,79.0,1282.0,1304.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1830.0,,,,,,,,,,,,,,,
110.0,533.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
736.0,2047.0,,,,,,,,,,,,,,
584.0,760.0,1067.0,1449.0,1967.0,2083.0,,,,,,,,,,
,,,,,,,,,,,,,,,
2988.0,,,,,,,,,,,,,,,
243.0,518.0,1926.0,2893.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1337.0,2333.0,2465.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
161.0,329.0,915.0,1807.0,2049.0,2574.0,,,,,,,,,,
1018.0,,,,,,,,,,,,,,,
1965.0,2959.0,,,,,,,,,,,,,,
8.0,681.0,1175.0,1430.0,2366.0,2371.0,2868.0,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
919.0,,,,,,,,,,,,,,,
1366.0,,,,,,,,,,,,,,,
2047.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
650.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2774.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
155.0,171.0,1749.0,2235.0,,,,,,,,,,,,
577.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
25.0,330.0,575.0,1020.0,2556.0,2742.0,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2277.0,,,,,,,,,,,,,,,
243.0,,,,,,,,,,,,,,,
364.0,2146.0,,,,,,,,,,,,,,
392.0,1440.0,1791.0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
763.0,1437.0,2358.0,2894.0,,,,,,,,,,,,
917.0,2216.0,,,,,,,,,,,,,,
243.0,617.0,1267.0,1807.0,2316.0,,,,,,,,,,,
1010.0,1391.0,2574.0,2730.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2270.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1774.0,,,,,,,,,,,,,,,
171.0,242.0,1564.0,1870.0,1956.0,2548.0,2569.0,,,,,,,,,
107.0,477.0,531.0,805.0,2129.0,2642.0,,,,,,,,,,
,,,,,,,,,,,,,,,
407.0,473.0,1614.0,2275.0,,,,,,,,,,,,
368.0,959.0,1284.0,2117.0,2209.0,2299.0,,,,,,,,,,
,,,,,,,,,,,,,,,
2902.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
2695.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
136.0,1120.0,1606.0,1891.0,1967.0,,,,,,,,,,,
200.0,,,,,,,,,,,,,,,
1837.0,1916.0,1952.0,,,,,,,,,,,,,
1332.0,,,,,,,,,,,,,,,
672.0,2004.0,2263.0,2358.0,2498.0,,,,,,,,,,,
61.0,338.0,909.0,2205.0,2348.0,2456.0,,,,,,,,,,
385.0,538.0,1090.0,1538.0,1540.0,1857.0,2261.0,2293.0,2378.0,2792.0,,,,,,
856.0,1263.0,1639.0,2187.0,2206.0,2419.0,2749.0,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
60.0,1397.0,1442.0,1547.0,1870.0,1881.0,2240.0,,,,,,,,,
260.0,,,,,,,,,,,,,,,
234.0,432.0,1180.0,1369.0,1995.0,2262.0,2980.0,,,,,,,,,
